n  ,h     ,x      ,v[1]_1                  ,v[2]_1                  ,v[1]_2                  ,v[2]_2                  ,ОЛП
57 ,1.28  ,25.91  ,0.0029510143165722025   ,0.0017168130743068148   ,0.0028225534824271913   ,0.0017526284576364147   ,0.00014225081860531086
58 ,1.28  ,27.19  ,0.0037172121310887264   ,-0.0003054957139156755  ,0.003633467782218758    ,-0.0002565806169361084  ,0.00010344908540758707
59 ,1.28  ,28.47  ,0.0027343716829329777   ,-0.0010617566607426154  ,0.0027027641308150193   ,-0.0010224435480368768  ,5.3806521474421614e-05
60 ,1.28  ,29.75  ,0.0013507478897524792   ,-0.0010106083534713397  ,0.0013569701978790117   ,-0.0009896122636061917  ,2.33586095914216e-05
61 ,2.56  ,32.31  ,-0.00033620031413069394 ,-0.00025514063623991844 ,-0.0002517639136621544  ,-0.0002526459402098142  ,9.01047953708655e-05
62 ,2.56  ,34.87  ,-0.0003983135362884278  ,0.00015032581958341934  ,-0.00032334768479582116 ,0.00010464311399362209  ,9.364087072745309e-05
63 ,2.56  ,37.43  ,-4.135045116065967e-05  ,0.00010054334941806518  ,-5.127359506372606e-05  ,7.757145610489809e-05   ,2.669175709898291e-05
64 ,5.12  ,42.55  ,0.00029023154788742483  ,-0.00011111554031398088 ,2.599157067742196e-05   ,-1.6382234935015703e-05 ,0.00029942221519464664
65 ,5.12  ,47.67  ,-0.00018834112744598429 ,-0.00013064471237997748 ,-6.81484683960455e-06   ,2.058286382842472e-06   ,0.00023985032709260225
66 ,5.12  ,52.79  ,-0.0005081985556204548  ,0.0003952747765333135   ,1.166535790105687e-06   ,6.943316999879951e-08   ,0.0006876816295068675
67 ,5.12  ,57.91  ,0.0009538604346060452   ,-7.860893542132864e-05  ,-8.273802585831367e-08  ,-1.267228711541079e-07  ,0.0010209772242105108
68 ,5.12  ,63.03  ,0.0002720705608396201   ,-0.000868237794476268   ,-2.7903457605608995e-08 ,4.215130094738609e-08   ,0.0009705773664486033
69 ,2.56  ,65.59  ,-0.0007000121127077938  ,6.250408330772856e-05   ,2.3670812560590644e-08  ,2.308163818618207e-09   ,0.0007496751354106055
70 ,2.56  ,68.15  ,-0.0002645288321039079  ,0.00021125824739749578  ,1.2209544859085545e-08  ,-6.998700744743664e-09  ,0.0003611182110731092
71 ,2.56  ,70.71  ,7.853293810670346e-05   ,4.768024674956298e-05   ,-6.489243808494846e-10  ,-2.5255452792703017e-09 ,9.800090232729292e-05
72 ,2.56  ,73.27  ,8.170464121627619e-05   ,-3.3072378087004966e-05 ,-2.423378608619257e-09  ,5.179206926266322e-10   ,9.402326848870874e-05
73 ,2.56  ,75.83  ,6.354466724927627e-06   ,-2.0240854963750007e-05 ,-6.10207734813304e-10   ,6.166403893060075e-10   ,2.2630035983025992e-05
74 ,5.12  ,80.95  ,-5.949457707352191e-05  ,2.441096813724853e-05   ,2.2433017433338419e-10  ,-1.1150063669914245e-10 ,6.859531062712094e-05
75 ,5.12  ,86.07  ,4.3686789499675164e-05  ,2.4279480904829033e-05  ,-5.0529658523484484e-11 ,9.625673576697088e-12   ,5.331234485516236e-05
76 ,5.12  ,91.19  ,9.914803663802372e-05   ,-8.246056268998371e-05  ,7.086777307679221e-12   ,2.0493384506873594e-12  ,0.00013755483083341033
77 ,5.12  ,96.31  ,-0.00020271039912689545 ,2.351963370406816e-05   ,-5.1363899956889395e-14 ,-1.2129938318215633e-12 ,0.0002176749651783926
78 ,5.12  ,101.43 ,-3.663237926186197e-05  ,0.00017407923449241187  ,-3.3184362284377854e-13 ,3.35022260660833e-13    ,0.00018975130862882732
79 ,5.12  ,106.55 ,0.0005214330940168841   ,-0.00022861895406328723 ,1.2190679172479448e-13  ,-6.054934530807422e-14  ,0.0006073063622616319
80 ,5.12  ,111.67 ,-0.00042850746098136686 ,-0.00019032586995544663 ,-2.744720238494232e-14  ,5.2191386218889015e-15  ,0.000500131985702359
81 ,5.12  ,116.79 ,-0.0008238105168618289  ,0.0007355891998716439   ,3.846851323977313e-15   ,1.1157477740783411e-15  ,0.0011780536511045135
82 ,2.56  ,119.35 ,0.00031846397163312937  ,0.00013517828309358255  ,2.6124867004967763e-15  ,-1.2354661982823089e-15 ,0.00036903039428251393
83 ,2.56  ,121.91 ,0.00027598713886087294  ,-0.0001241457886765956  ,8.343883236091637e-17   ,-5.750940732190475e-16  ,0.0003227985672666421
84 ,2.56  ,124.47 ,9.638429058350499e-06   ,-6.62406151471969e-05   ,-4.516964834318605e-16  ,5.256140434773485e-17   ,7.140071312780316e-05
85 ,2.56  ,127.03 ,-5.8552225779951665e-05 ,8.294289397840258e-06   ,-1.510394265063262e-16  ,1.207594679166429e-16   ,6.30792286776544e-05
86 ,2.56  ,129.59 ,-1.920963622366312e-05  ,1.7145211903343545e-05  ,3.7022457931015797e-17  ,2.671621196837308e-17   ,2.746471791262153e-05
87 ,5.12  ,134.71 ,4.2908475376498e-05     ,-6.346651549735551e-06  ,4.170898224577857e-18   ,-1.0696127530628385e-17 ,4.6266993981905275e-05
88 ,10.24 ,144.95 ,-0.00012874901939565858 ,-0.0006750856520658028  ,2.070453485957238e-17   ,1.3664379112344304e-17  ,0.0007330700696866637
89 ,2.56  ,147.51 ,-0.0007017827312427024  ,0.0001565036393087033   ,2.0557975262380514e-17  ,-7.663764081705103e-18  ,0.0007669566179032727
90 ,2.56  ,150.07 ,-0.00017592868697827516 ,0.00019571254273435863  ,2.4025514876494885e-18  ,-4.798042036731539e-18  ,0.00028070626312195226
91 ,2.56  ,152.63 ,0.00010475158657012612  ,2.224962258534543e-05   ,-3.0294960105076627e-18 ,-4.3975973844612263e-20 ,0.0001142277022656898
92 ,2.56  ,155.19 ,6.964787829283881e-05   ,-3.702848618101162e-05  ,-1.3493496320615938e-18 ,8.624300141383246e-19   ,8.413786436095985e-05
93 ,2.56  ,157.75 ,-2.9891368517231585e-06 ,-1.5739853680442468e-05 ,1.471798627356807e-19   ,2.673327091007795e-19   ,1.7089249492397874e-05
94 ,5.12  ,162.87 ,-5.055883304353248e-05  ,2.720219506582751e-05   ,6.125707646216388e-20   ,-8.639272350222333e-20  ,6.12396271079264e-05
95 ,5.12  ,167.99 ,5.720409394957712e-05   ,1.0743602939805182e-05  ,-2.931035404370099e-20  ,1.7861369288979837e-20  ,6.208452096912835e-05
96 ,5.12  ,173.11 ,6.437989410302197e-05   ,-7.574150608758886e-05  ,7.515136794074238e-21   ,-2.154286345148405e-21  ,0.00010603303272173547
97 ,5.12  ,178.23 ,-0.00020064474497467948 ,4.92651498573454e-05    ,-1.2543806312521553e-21 ,-1.080188116555195e-22  ,0.00022037800234207426
