n    ,h              ,x              ,v1[1]              ,v1[2]              ,v2[1]              ,v2[2]              ,S                      ,ОЛП                    ,u[1]               ,u[2]               ,E
386  ,4.8828125e-06  ,0.00130371094  ,9.183290886008532  ,10.816448373508825 ,9.183295729518306  ,10.816443529999049 ,4.843509776364385e-06  ,9.68701955272877e-06   ,9.185302673387046  ,10.814436586125108 ,0.0020117873837168787
387  ,4.8828125e-06  ,0.00130859375  ,9.187258224476867  ,10.812480058490767 ,9.187263044451607  ,10.812475238516024 ,4.819974742886757e-06  ,9.639949485773514e-06  ,9.189269868219407  ,10.810468414743001 ,0.0020116437477657456
388  ,4.8828125e-06  ,0.00131347656  ,9.191206282931896  ,10.808531023486061 ,9.191211079485964  ,10.80852622693199  ,4.796554071262449e-06  ,9.593108142524898e-06  ,9.1932177368207    ,10.806519569592012 ,0.002011453894048998
389  ,4.8828125e-06  ,0.00131835937  ,9.195135155056873  ,10.804601174811456 ,9.195139928304068  ,10.80459640156426  ,4.7732471966099865e-06 ,9.546494393219973e-06  ,9.197146373327277  ,10.802589956535789 ,0.0020112182756673036
390  ,4.8828125e-06  ,0.00132324219  ,9.199044934079833  ,10.800690419238915 ,9.199049684133408  ,10.800685669185338 ,4.750053577140534e-06  ,9.500107154281068e-06  ,9.201055871416953  ,10.798679481896508 ,0.002010937342406649
391  ,4.8828125e-06  ,0.001328125    ,9.202935712775812  ,10.796798663993403 ,9.202940439748465  ,10.796793937020748 ,4.726972655078043e-06  ,9.453945310156087e-06  ,9.204946324311258  ,10.794788052452652 ,0.002010611540750773
392  ,4.8828125e-06  ,0.00133300781  ,9.206807583469041  ,10.792925816750689 ,9.206812287472927  ,10.792921112746802 ,4.704003886857322e-06  ,9.408007773714644e-06  ,9.20881782477764   ,10.790915575436763 ,0.002010241313925576
393  ,4.8828125e-06  ,0.00133789062  ,9.210660638035142  ,10.78907178563515  ,9.210665319181865  ,10.789067104488424 ,4.681146725360463e-06  ,9.362293450720927e-06  ,9.212670465131689  ,10.787061958533256 ,0.0020098271018937908
394  ,4.8828125e-06  ,0.00134277344  ,9.214494967903303  ,10.785236479217597 ,9.21449962630393   ,10.78523182081697  ,4.658400627022274e-06  ,9.316801254044549e-06  ,9.216504337239332  ,10.7832271098762   ,0.002009369341395839
395  ,4.8828125e-06  ,0.00134765625  ,9.218310664058452  ,10.781419806513105 ,9.218315299823505  ,10.78141517074805  ,4.63576505538299e-06   ,9.27153011076598e-06   ,9.220319532519024  ,10.779410938047143 ,0.0020088684659622658
396  ,4.8828125e-06  ,0.00135253906  ,9.222107817043412  ,10.77762167697885  ,9.222112430282882  ,10.777617063739376 ,4.613239473982844e-06  ,9.226478947965688e-06  ,9.224116141943938  ,10.775613352072916 ,0.0020083249059332786
397  ,4.8828125e-06  ,0.00135742187  ,9.22588651696105   ,10.773842000511964 ,9.225891107784394  ,10.773837409688621 ,4.590823342809358e-06  ,9.181646685618716e-06  ,9.22789425604411   ,10.771834261423475 ,0.0020077390884889468
398  ,4.8828125e-06  ,0.00136230469  ,9.229646853476419  ,10.770080687447397 ,9.22965142199255   ,10.77007611893126  ,4.568516136060907e-06  ,9.137032272121814e-06  ,9.231653964908624  ,10.76807357600974  ,0.002007111437656306
399  ,4.8828125e-06  ,0.0013671875   ,9.233388915818876  ,10.766337648555789 ,9.233393462136195  ,10.766333102238466 ,4.5463173226067966e-06 ,9.092634645213593e-06  ,9.235395358187743  ,10.764331206181451 ,0.00200644237433778
400  ,4.8828125e-06  ,0.00137207031  ,9.23711279278421   ,10.762612795041353 ,9.237117317010577  ,10.76260827081498  ,4.524226373092688e-06  ,9.048452746185376e-06  ,9.239118525095051  ,10.760607062725015 ,0.002005732316337827
401  ,4.8828125e-06  ,0.00137695312  ,9.240818572736739  ,10.758906038539768 ,9.2408230749795    ,10.758901536297003 ,4.502242765269671e-06  ,9.004485530539341e-06  ,9.242823554409586  ,10.756901056861405 ,0.002004981678362938
402  ,4.8828125e-06  ,0.00138183594  ,9.244506343611414  ,10.755217291116082 ,9.244510823977391  ,10.755212810750104 ,4.480365978665191e-06  ,8.960731957330381e-06  ,9.246510534477945  ,10.753213100244018 ,0.002004190872064271
403  ,4.8828125e-06  ,0.00138671875  ,9.248176192915905  ,10.751546465262631 ,9.248180651511394  ,10.751542006667139 ,4.458595492806694e-06  ,8.917190985613388e-06  ,9.250179553216398  ,10.749543104956583 ,0.0020033603060483074
404  ,4.8828125e-06  ,0.00139160156  ,9.25182820773267   ,10.747893473896953 ,9.251832644663457  ,10.747889036966164 ,4.436930788997984e-06  ,8.873861577995967e-06  ,9.253830698112983  ,10.745890983511062 ,0.0020024903858910648
405  ,4.8828125e-06  ,0.00139648437  ,9.255462474721027  ,10.74425823035973  ,9.255466890092384  ,10.744253814988372 ,4.415371357424647e-06  ,8.830742714849293e-06  ,9.257464056229596  ,10.742256648845563 ,0.002001581514166517
406  ,4.8828125e-06  ,0.00140136719  ,9.259079080119207  ,10.74064064841273  ,9.259083474035895  ,10.74063625449604  ,4.393916690048627e-06  ,8.787833380097254e-06  ,9.261079714204056  ,10.738640014322266 ,0.0020006340904643594
407  ,4.8828125e-06  ,0.00140625     ,9.26267810974641   ,10.737040642236758 ,9.262682482312673  ,10.737036269670492 ,4.372566266397371e-06  ,8.745132532794742e-06  ,9.26467775825218   ,10.735040993725349 ,0.0019996485114095464
408  ,4.8828125e-06  ,0.00141113281  ,9.266259649004823  ,10.733458126429623 ,9.26626400032441   ,10.733453775110034 ,4.351319589090963e-06  ,8.702639178181926e-06  ,9.268258274169835  ,10.731459501258954 ,0.001998625170669399
409  ,4.8828125e-06  ,0.00141601562  ,9.269823782881662  ,10.729893016004107 ,9.26982811305781   ,10.729888685827955 ,4.330176151867704e-06  ,8.660352303735408e-06  ,9.27182134733498   ,10.72789545154511  ,0.001997564458996237
410  ,4.8828125e-06  ,0.00142089844  ,9.273370595951183  ,10.726345226385959 ,9.273374905086632  ,10.726340917250507 ,4.309135452018609e-06  ,8.618270904037217e-06  ,9.275367062709714  ,10.724348759621728 ,0.001996466764230931
411  ,4.8828125e-06  ,0.00142578125  ,9.276900172376687  ,10.722814673411877 ,9.276904460573672  ,10.722810385214887 ,4.288196990387405e-06  ,8.57639398077481e-06   ,9.278895504842287  ,10.720819340940556 ,0.0019953324713206655
412  ,4.8828125e-06  ,0.00143066406  ,9.280412595912516  ,10.719301273327517 ,9.280416863272782  ,10.719297005967247 ,4.267360269594178e-06  ,8.534720539188356e-06  ,9.282406757869126  ,10.717307111365166 ,0.0019941619623509155
413  ,4.8828125e-06  ,0.00143554687  ,9.283907949906045  ,10.715804942785503 ,9.283912196530839  ,10.715800696160708 ,4.2466247958117265e-06 ,8.493249591623453e-06  ,9.285900905516828  ,10.713811987168958 ,0.0019929556165454443
414  ,4.8828125e-06  ,0.00144042969  ,9.287386317299658  ,10.712325598843455 ,9.287390543289735  ,10.712321372853372 ,4.225990082318276e-06  ,8.451980164636552e-06  ,9.289378031104178  ,10.710333885033151 ,0.001991713810303608
415  ,4.8828125e-06  ,0.0014453125   ,9.290847780632713  ,10.70886315896201  ,9.290851986088338  ,10.708858953506383 ,4.205455628181198e-06  ,8.410911256362397e-06  ,9.29283821754411   ,10.706872722044805 ,0.0019904369172056846
416  ,4.8828125e-06  ,0.00145019531  ,9.294292422043501  ,10.70541754100288  ,9.294296607064455  ,10.705413355981923 ,4.18502095733686e-06   ,8.37004191467372e-06   ,9.296281547345712  ,10.703428415694846 ,0.0019891253080341897
417  ,4.8828125e-06  ,0.00145507812  ,9.297720323271198  ,10.701988663226889 ,9.297724487956772  ,10.70198449854131  ,4.164685577734417e-06  ,8.329371155468834e-06  ,9.29970810261616   ,10.700000883876081 ,0.001987779350807628
418  ,4.8828125e-06  ,0.00145996094  ,9.301131565657803  ,10.698576444292039 ,9.301135710106808  ,10.698572299843027 ,4.1444490115338795e-06 ,8.288898023067759e-06  ,9.303117965062706  ,10.69659004488127  ,0.0019863994107680583
419  ,4.8828125e-06  ,0.00146484375  ,9.304526230150065  ,10.69518080325158  ,9.304530354460836  ,10.695176678940806 ,4.12431077378983e-06   ,8.24862154757966e-06   ,9.306511215994606  ,10.693195817401152 ,0.001984985850427279
420  ,4.8828125e-06  ,0.00146972656  ,9.307904397301407  ,10.691801659552088 ,9.307908501571793  ,10.691797555281699 ,4.1042703884386356e-06 ,8.208540776877271e-06  ,9.309887936325069  ,10.689818120522517 ,0.0019835390295703803
421  ,4.8828125e-06  ,0.00147460937  ,9.311266147273834  ,10.688438933031557 ,9.311270231601215  ,10.688434848704171 ,4.084327386522091e-06  ,8.168654773044182e-06  ,9.313248206573185  ,10.686456873726275 ,0.001982059305282391
422  ,4.8828125e-06  ,0.00147949219  ,9.31461155983984   ,10.685092543917497 ,9.314615624321121  ,10.68508847943621  ,4.064481286647492e-06  ,8.128962573294984e-06  ,9.316592106865839  ,10.683111996885545 ,0.0019805470319518292
423  ,4.8828125e-06  ,0.001484375    ,9.317940714384294  ,10.681762412825035 ,9.317944759115912  ,10.681758368093414 ,4.044731621632991e-06  ,8.089463243265982e-06  ,9.319919716939626  ,10.679783410263731 ,0.001979002561304455
424  ,4.8828125e-06  ,0.00148925781  ,9.321253689906332  ,10.678448460755039 ,9.321257714984249  ,10.67844443567712  ,4.025077918967668e-06  ,8.050155837935336e-06  ,9.323231116142754  ,10.676471034512623 ,0.001977426242415703
425  ,4.8828125e-06  ,0.00149414062  ,9.324550565021221  ,10.675150609092238 ,9.324554570540935  ,10.675146603572522 ,4.005519716798744e-06  ,8.011039433597489e-06  ,9.326526383436926  ,10.673174790670517 ,0.0019758184217213426
426  ,4.8828125e-06  ,0.00149902344  ,9.327831417962233  ,10.671868779603363 ,9.327835404018781  ,10.671864793546812 ,3.986056551497086e-06  ,7.972113102994172e-06  ,9.32980559739924   ,10.669894600160319 ,0.0019741794430441217
427  ,4.8828125e-06  ,0.00150390625  ,9.331096326582497  ,10.668602894435283 ,9.33110029327045   ,10.668598927747325 ,3.9666879576572e-06    ,7.9333759153144e-06    ,9.33306883622404   ,10.66663038478768  ,0.0019725096476026494
428  ,4.8828125e-06  ,0.00150878906  ,9.334345368356844  ,10.665352876113165 ,9.33434931577032   ,10.66534892869969  ,3.947413475202666e-06  ,7.894826950405331e-06  ,9.336316177724802  ,10.66338206673913  ,0.001970809374034488
429  ,4.8828125e-06  ,0.00151367187  ,9.337578620383654  ,10.662118647538634 ,9.337582548616306  ,10.66211471930598  ,3.928232652938846e-06  ,7.856465305877691e-06  ,9.339547699335974  ,10.660149568580216 ,0.0019690789584174695
430  ,4.8828125e-06  ,0.00151855469  ,9.340796159386677  ,10.658900131987938 ,9.340800068531705  ,10.658896222842909 ,3.9091450290129615e-06 ,7.818290058025923e-06  ,9.342763478114833  ,10.656932813253665 ,0.001967318734273249
431  ,4.8828125e-06  ,0.0015234375   ,9.343998061716851  ,10.655697253110137 ,9.344001951867007  ,10.655693362959981 ,3.89015015578309e-06   ,7.78030031156618e-06   ,9.345963590743308  ,10.65373172407754  ,0.0019655290325975017
432  ,4.8828125e-06  ,0.00152832031  ,9.347184403354124  ,10.652509934925286 ,9.347188274601702  ,10.652506063677707 ,3.87124757850188e-06   ,7.74249515700376e-06   ,9.349148113529827  ,10.650546224743424 ,0.0019637101818616998
433  ,4.8828125e-06  ,0.00153320312  ,9.350355259909248  ,10.64933810182263  ,9.3503591123461    ,10.649334249385777 ,3.852436853080121e-06  ,7.704873706160242e-06  ,9.352317122411119  ,10.647376239314578 ,0.0019618625080521923
434  ,4.8828125e-06  ,0.00153808594  ,9.353510706625578  ,10.646181678558818 ,9.353514540343104  ,10.646177844841288 ,3.833717530099534e-06  ,7.667435060199068e-06  ,9.355470692954038  ,10.644221692224159 ,0.001959986334659547
435  ,4.8828125e-06  ,0.00154296875  ,9.356650818380853  ,10.643040590256108 ,9.356654633470015  ,10.64303677516694  ,3.815089167247265e-06  ,7.63017833449453e-06   ,9.358608900357353  ,10.641082508273385 ,0.001958081982722959
436  ,4.8828125e-06  ,0.00154785156  ,9.359775669688974  ,10.639914762400599 ,9.35977946624029   ,10.639910965849282 ,3.7965513168813914e-06 ,7.593102633762783e-06  ,9.361731819453553  ,10.637958612629781 ,0.0019561497708178166
437  ,4.8828125e-06  ,0.00155273437  ,9.362885334701774  ,10.636804120840457 ,9.362889112805318  ,10.636800342736914 ,3.7781035437944865e-06 ,7.556207087588973e-06  ,9.364839524710613  ,10.634849930825359 ,0.001954190015098334
438  ,4.8828125e-06  ,0.00155761719  ,9.365979887210779  ,10.633708591784162 ,9.365983646956188  ,10.633704832038747 ,3.759745414555482e-06  ,7.519490829110964e-06  ,9.367932090233797  ,10.631756388754862 ,0.0019522030292993264
439  ,4.8828125e-06  ,0.0015625      ,9.369059400648947  ,10.630628101798747 ,9.36906314212543   ,10.630624360322262 ,3.741476485075168e-06  ,7.482952970150336e-06  ,9.371009589767395  ,10.628677912673998 ,0.001950189124748647
440  ,4.8828125e-06  ,0.00156738281  ,9.372123948092428  ,10.627562577808071 ,9.372127671388752  ,10.627558854511742 ,3.723296329027903e-06  ,7.446592658055806e-06  ,9.374072096696503  ,10.625614429197674 ,0.0019481486103973822
441  ,4.8828125e-06  ,0.00157226562  ,9.375173602262283  ,10.624511947091067 ,9.375177307466789  ,10.624508241886558 ,3.7052045094299046e-06 ,7.410409018859809e-06  ,9.377119684048763  ,10.622565865298244 ,0.0019460817928234064
442  ,4.8828125e-06  ,0.00157714844  ,9.378208435526217  ,10.62147613728003  ,9.378212122726815  ,10.621472450079434 ,3.6872005981791744e-06 ,7.374401196358349e-06  ,9.380152424496105  ,10.619532148303781 ,0.0019439889762491447
443  ,4.8828125e-06  ,0.00158203125  ,9.381228519900294  ,10.6184550763589   ,9.381232189184464  ,10.618451407074724 ,3.6692841760554984e-06 ,7.338568352110997e-06  ,9.383170390356481  ,10.61651320589633  ,0.0019418704625699945
444  ,4.8828125e-06  ,0.00158691406  ,9.384233927050644  ,10.615448692661545 ,9.384237578505447  ,10.615445041206737 ,3.651454807851451e-06  ,7.302909615702902e-06  ,9.386173653595586  ,10.613508966110198 ,0.0019397265513472206
445  ,4.8828125e-06  ,0.00159179687  ,9.38722472829517   ,10.61245691487006  ,9.387228362007237  ,10.612453281157991 ,3.633712069017747e-06  ,7.267424138035494e-06  ,9.389162285828583  ,10.610519357330222 ,0.0019375575398381528
446  ,4.8828125e-06  ,0.00159667969  ,9.390200994605229  ,10.60947967201309  ,9.390204610660774  ,10.60947605595754  ,3.6160555509923142e-06 ,7.2321111019846285e-06 ,9.392136358321796  ,10.607544308290077 ,0.0019353637230139498
447  ,4.8828125e-06  ,0.0016015625   ,9.393162796607326  ,10.60651689346413  ,9.393166395092145  ,10.606513294979308 ,3.59848482212044e-06   ,7.19696964424088e-06   ,9.395095941994423  ,10.604583748070564 ,0.0019331453935667042
448  ,4.8828125e-06  ,0.00160644531  ,9.396110204584785  ,10.603568508939857 ,9.396113785584255  ,10.603564927940383 ,3.580999473840052e-06  ,7.161998947680104e-06  ,9.398041107420221  ,10.60163760609793  ,0.0019309028419272067
449  ,4.8828125e-06  ,0.00161132812  ,9.399043288479415  ,10.60063444849846  ,9.399046852078499  ,10.60063088489937  ,3.563599088707292e-06  ,7.127198177414584e-06  ,9.400971924829186  ,10.598705812142178 ,0.0019286363562809328
450  ,4.8828125e-06  ,0.00161621094  ,9.401962117893175  ,10.59771464253798  ,9.401965664176423  ,10.597711096254727 ,3.5462832528310173e-06 ,7.092566505662035e-06  ,9.403888464109226  ,10.595788296315398 ,0.0019263462225822536
451  ,4.8828125e-06  ,0.00162109375  ,9.40486676208982   ,10.594809021794662 ,9.404870291141373  ,10.594805492743108 ,3.5290515540964407e-06 ,7.058103108192881e-06  ,9.40679079480784   ,10.59288498907009  ,0.0019240327245722
452  ,4.8828125e-06  ,0.00162597656  ,9.40775728999655   ,10.59191751734131  ,9.407760801900132  ,10.591914005437722 ,3.511903587494203e-06  ,7.023807174988406e-06  ,9.409678986133763  ,10.589995821197522 ,0.0019216961437873437
453  ,4.8828125e-06  ,0.00163085937  ,9.410633770205635  ,10.58904006058565  ,9.410637265044572  ,10.589036565746706 ,3.494838942685874e-06  ,6.989677885371748e-06  ,9.412553106958617  ,10.58712072382607  ,0.0019193367595793376
454  ,4.8828125e-06  ,0.00163574219  ,9.413496270976054  ,10.586176583268701 ,9.413499748833269  ,10.586173105411483 ,3.477857218214808e-06  ,6.955714436429616e-06  ,9.415413225818563  ,10.584259628419575 ,0.001916954849125574
455  ,4.8828125e-06  ,0.001640625    ,9.416344860235109  ,10.583327017463166 ,9.416348321193116  ,10.583323556505155 ,3.460958010848003e-06  ,6.921916021696006e-06  ,9.418259410915923  ,10.581412466775713 ,0.0019145506874522766
456  ,4.8828125e-06  ,0.00164550781  ,9.419179605580036  ,10.580491295571806 ,9.41918304972095   ,10.58048785143089  ,3.4441409155760994e-06 ,6.888281831152199e-06  ,9.421091730120816  ,10.578579171024364 ,0.001912124547441607
457  ,4.8828125e-06  ,0.00165039062  ,9.422000574279611  ,10.577669350325843 ,9.422004001685144  ,10.577665922920309 ,3.427405534495165e-06  ,6.85481106899033e-06   ,9.423910250972769  ,10.575759673626008 ,0.0019096766998352166
458  ,4.8828125e-06  ,0.00165527344  ,9.424807833275747  ,10.574861114783369 ,9.424811244027222  ,10.574857704031892 ,3.410751476806695e-06  ,6.82150295361339e-06   ,9.426715040682328  ,10.572953907370088 ,0.0019072074132804318
459  ,4.8828125e-06  ,0.00166015625  ,9.427601449185078  ,10.572066522327747 ,9.427604843363417  ,10.572063128149408 ,3.394178339277687e-06  ,6.788356678555374e-06  ,9.429506166132668  ,10.570161805373434 ,0.0019047169543124909
460  ,4.8828125e-06  ,0.00166503906  ,9.430381488300544  ,10.569285506666038 ,9.430384865986273  ,10.569282128980303 ,3.37768573466235e-06   ,6.7553714693247e-06    ,9.432283693881178  ,10.56738330107866  ,0.0019022055873776367
461  ,4.8828125e-06  ,0.00166992187  ,9.433148016592959  ,10.566518001827426 ,9.433151377866226  ,10.566514640554159 ,3.361273266833109e-06  ,6.722546533666218e-06  ,9.435047690161056  ,10.564618328252568 ,0.0018996735748579852
462  ,4.8828125e-06  ,0.00167480469  ,9.435901099712583  ,10.563763942161655 ,9.435904444653127  ,10.563760597221105 ,3.34494055032053e-06   ,6.68988110064106e-06   ,9.437798220882875  ,10.56186682098458  ,0.0018971211770750784
463  ,4.8828125e-06  ,0.0016796875   ,9.438640802990673  ,10.561023262337466 ,9.438644131677862  ,10.56101993365027  ,3.3286871961024644e-06 ,6.657374392204929e-06  ,9.440535351636171  ,10.559128713685162 ,0.0018945486523040955
464  ,4.8828125e-06  ,0.00168457031  ,9.441367191441035  ,10.558295897341052 ,9.441370503953847  ,10.558292584828235 ,3.312512816933122e-06  ,6.625025633866244e-06  ,9.443259147691     ,10.55640394108426  ,0.001891956256791616
465  ,4.8828125e-06  ,0.00168945312  ,9.444080329761569  ,10.555581782474512 ,9.444083626178594  ,10.555578486057485 ,3.296417027343068e-06  ,6.592834054686136e-06  ,9.445969673999489  ,10.553692438229746 ,0.0018893442447662778
466  ,4.8828125e-06  ,0.00169433594  ,9.446780282335803  ,10.55288085335432  ,9.446783562735254  ,10.552877572954866 ,3.280399454297367e-06  ,6.560798908594734e-06  ,9.448666995197392  ,10.550994140485866 ,0.0018867128684547652
467  ,4.8828125e-06  ,0.00169921875  ,9.44946711323442   ,10.550193045909797 ,9.449470377694125  ,10.550189781450086 ,3.264459710550227e-06  ,6.528919421100454e-06  ,9.451351175605627  ,10.548308983531701 ,0.0018840623780960186
468  ,4.8828125e-06  ,0.00170410156  ,9.452140886216773  ,10.54751829638158  ,9.452144134814187  ,10.547515047784167 ,3.2485974141849283e-06 ,6.497194828369857e-06  ,9.454022279231808  ,10.545636903359636 ,0.0018813930219447883
469  ,4.8828125e-06  ,0.00170898437  ,9.45480166473241   ,10.54485654132013  ,9.454804897544609  ,10.544853308507928 ,3.2328122010483185e-06 ,6.465624402096637e-06  ,9.45668036977178   ,10.542977836273833 ,0.0018787050462965027
470  ,4.8828125e-06  ,0.00171386719  ,9.457449511922567  ,10.542207717584205 ,9.457452729026253  ,10.542204500480517 ,3.2171036874473202e-06 ,6.4342073748946405e-06 ,9.459325510611123  ,10.540331718888702 ,0.001875998695503256
471  ,4.8828125e-06  ,0.00171875     ,9.460084490621675  ,10.539571762339378 ,9.460087692093172  ,10.539568560867878 ,3.2014715003469973e-06 ,6.402943000693995e-06  ,9.461957764826678  ,10.537698488127408 ,0.001873274211970255
472  ,4.8828125e-06  ,0.00172363281  ,9.462706663358844  ,10.536948613056538 ,9.462709849274116  ,10.536945427141264 ,3.185915273817841e-06  ,6.371830547635682e-06  ,9.46457719518804   ,10.535078081220353 ,0.0018705318361842416
473  ,4.8828125e-06  ,0.00172851562  ,9.46531609235935   ,10.534338207510409 ,9.465319262793983  ,10.534335037075772 ,3.1704346366012714e-06 ,6.340869273202543e-06  ,9.467183864159065  ,10.532470435703683 ,0.0018677718067259264
474  ,4.8828125e-06  ,0.00173339844  ,9.467912839546113  ,10.531740483778071 ,9.46791599457533   ,10.53173732874885  ,3.1550292209914232e-06 ,6.3100584419828465e-06 ,9.469777833899345  ,10.529875489417806 ,0.0018649943602646601
475  ,4.8828125e-06  ,0.00173828125  ,9.47049696654116   ,10.529155380237494 ,9.47050010623982   ,10.529152240538833 ,3.1396986610587874e-06 ,6.279397322117575e-06  ,9.472359166265704  ,10.5272931805059   ,0.001862199731593961
476  ,4.8828125e-06  ,0.00174316406  ,9.473068534667098  ,10.526582835566076 ,9.47307165910969   ,10.526579711123482 ,3.1244425944265686e-06 ,6.248885188853137e-06  ,9.474927922813666  ,10.524723447412438 ,0.0018593881536386192
477  ,4.8828125e-06  ,0.00174804687  ,9.475627604948558  ,10.524022788739185 ,9.47563071420921   ,10.524019679478526 ,3.1092606587179716e-06 ,6.218521317435943e-06  ,9.47748416479892   ,10.52216622888173  ,0.0018565598574546982
478  ,4.8828125e-06  ,0.00175292969  ,9.478174238113647  ,10.521475179028712 ,9.478177332266135  ,10.52147208487622  ,3.0941524915562013e-06 ,6.188304983112403e-06  ,9.48002795317879   ,10.519621463956454 ,0.0018537150722579554
479  ,4.8828125e-06  ,0.0017578125   ,9.480708494595387  ,10.518939946001636 ,9.480711573713121  ,10.518936866883898 ,3.0791177376698897e-06 ,6.1582354753397794e-06 ,9.482559348613675  ,10.517089091976212 ,0.0018508540254238426
480  ,4.8828125e-06  ,0.00176269531  ,9.483230434533155  ,10.516417029518578 ,9.48323349868919   ,10.51641396536254  ,3.0641560382349553e-06 ,6.128312076469911e-06  ,9.48507841146851   ,10.514569052576068 ,0.0018479769425105985
481  ,4.8828125e-06  ,0.00176757812  ,9.485740117774103  ,10.513906369732387 ,9.485743167041138  ,10.513903320465351 ,3.0492670362036733e-06 ,6.098534072407347e-06  ,9.487585201814193  ,10.51206128568512  ,0.0018450840472681307
482  ,4.8828125e-06  ,0.00177246094  ,9.488237603874582  ,10.511407907086713 ,9.488240638324966  ,10.51140487263633  ,3.0344503834101033e-06 ,6.068900766820207e-06  ,9.490079779429024  ,10.509565731525075 ,0.0018421755616380153
483  ,4.8828125e-06  ,0.00177734375  ,9.490722952101553  ,10.508921582314597 ,9.49072597180728   ,10.50891856260887  ,3.019705728135591e-06  ,6.039411456271182e-06  ,9.492562203800125  ,10.507082330608805 ,0.0018392517057925772
484  ,4.8828125e-06  ,0.00178222656  ,9.493196221433992  ,10.506447336437061 ,9.493199226466706  ,10.50644433140434  ,3.005032720437839e-06  ,6.010065440875678e-06  ,9.495032534124867  ,10.504611023738946 ,0.00183631269811535
485  ,4.8828125e-06  ,0.00178710937  ,9.495657470564293  ,10.50398511076171  ,9.49566046099529   ,10.503982120330708 ,2.990431001492766e-06  ,5.980862002985532e-06  ,9.497490829312273  ,10.502151752006469 ,0.0018333587552401553
486  ,4.8828125e-06  ,0.00179199219  ,9.498106757899656  ,10.501534846881343 ,9.498109733799893  ,10.501531870981102 ,2.9759002408979995e-06 ,5.951800481795999e-06  ,9.499937147984424  ,10.499704456789294 ,0.0018303900920493277
487  ,4.8828125e-06  ,0.001796875    ,9.500544141563479  ,10.499096486672565 ,9.500547103003559  ,10.499093525232482 ,2.961440083382172e-06  ,5.922880166764344e-06  ,9.502371548477857  ,10.497269079750883 ,0.001827406921682595
488  ,4.8828125e-06  ,0.00180175781  ,9.502969679396731  ,10.496669972294406 ,9.502972626446919  ,10.496667025244214 ,2.9470501914374836e-06 ,5.894100382874967e-06  ,9.504794088844966  ,10.494845562838846 ,0.001824409455560172
489  ,4.8828125e-06  ,0.00180664062  ,9.505383428959329  ,10.494255246186947 ,9.505386361689544  ,10.49425231345673  ,2.932730216897994e-06  ,5.865460433795988e-06  ,9.507204826855364  ,10.492433848283568 ,0.0018213979033792072
490  ,4.8828125e-06  ,0.00181152344  ,9.507785447531498  ,10.491852251069966 ,9.507788366011324  ,10.491849332590137 ,2.9184798293613312e-06 ,5.8369596587226624e-06 ,9.509603819997281  ,10.490033878596815 ,0.0018183724731510864
491  ,4.8828125e-06  ,0.00181640625  ,9.510175792115136  ,10.489460929941561 ,9.510178696413815  ,10.48945802564288  ,2.9042986806615545e-06 ,5.808597361323109e-06  ,9.51199112547893   ,10.487645596570383 ,0.0018153333711783404
492  ,4.8828125e-06  ,0.00182128906  ,9.512554519435165  ,10.487081226076816 ,9.512557409621605  ,10.487078335890372 ,2.8901864439490055e-06 ,5.780372887898011e-06  ,9.514366800229856  ,10.485268945274717 ,0.0018122808020990533
493  ,4.8828125e-06  ,0.00182617187  ,9.514921685940871  ,10.48471308302644  ,9.514924562083646  ,10.484710206883662 ,2.876142778163171e-06  ,5.752285556326342e-06  ,9.51673090090232   ,10.482903868057562 ,0.0018092149688779813
494  ,4.8828125e-06  ,0.00183105469  ,9.517277347807251  ,10.482356444615439 ,9.5172802099746    ,10.482353582448086 ,2.862167352901679e-06  ,5.724334705803358e-06  ,9.519083483872624  ,10.480550308542618 ,0.0018061360728207632
495  ,4.8828125e-06  ,0.0018359375   ,9.519621560936345  ,10.480011254941772 ,9.519624409196174  ,10.48000840668194  ,2.8482598324330866e-06 ,5.696519664866173e-06  ,9.52142460524247   ,10.478208210628175 ,0.0018030443135970131
496  ,4.8828125e-06  ,0.00184082031  ,9.521954380958555  ,10.477677458375036 ,9.521957215378444  ,10.477674623955142 ,2.834419893460449e-06  ,5.668839786920898e-06  ,9.523754320840293  ,10.475877518485806 ,0.0017999398892296625
497  ,4.8828125e-06  ,0.00184570312  ,9.524275863233973  ,10.475354999555137 ,9.524278683881171  ,10.475352178907936 ,2.820647200252324e-06  ,5.641294400504648e-06  ,9.526072686222593  ,10.473558176559008 ,0.0017968229961287108
498  ,4.8828125e-06  ,0.00185058594  ,9.526586062853694  ,10.473043823390984 ,9.526588869795122  ,10.473041016449553 ,2.8069414312881236e-06 ,5.613882862576247e-06  ,9.52837975667526   ,10.471250129561888 ,0.0017936938290965543
499  ,4.8828125e-06  ,0.00185546875  ,9.528885034641117  ,10.470743875059178 ,9.528887827943375  ,10.470741081756918 ,2.793302259718189e-06  ,5.586604519436378e-06  ,9.53067558721489   ,10.468953322477855 ,0.0017905525813226575
500  ,4.8828125e-06  ,0.00186035156  ,9.53117283315325   ,10.46845510000271  ,9.53117561288261   ,10.468452320273347 ,2.7797293640219323e-06 ,5.5594587280438645e-06 ,9.5329602325901    ,10.46666770055829  ,0.0017873994444208563
501  ,4.8828125e-06  ,0.00186523437  ,9.533449512682003  ,10.46617744392967  ,9.53345227890442   ,10.466174677707253 ,2.766222417349695e-06  ,5.53244483469939e-06   ,9.535233747282827  ,10.464393209321251 ,0.0017842346084187
