n    ,h              ,x              ,v1[1]              ,v1[2]              ,v2[1]              ,v2[2]              ,S                      ,ОЛП                    ,u[1]               ,u[2]               ,E
817  ,0.16           ,0.65115722656  ,9.935138168833017  ,9.935138168833017  ,9.935131820505985  ,9.935131820505985  ,6.348327032057455e-06  ,1.269665406411491e-05  ,9.935095820801385  ,9.935095820801385  ,4.234803163249978e-05
818  ,0.16           ,0.81115722656  ,9.919267341087302  ,9.919267341087302  ,9.919261002901369  ,9.919261002901369  ,6.338185933429941e-06  ,1.2676371866859881e-05 ,9.919212377631107  ,9.919212377631107  ,5.496345619526721e-05
819  ,0.16           ,0.97115722656  ,9.903421866101565  ,9.903421866101565  ,9.903415538040527  ,9.903415538040527  ,6.3280610387295155e-06 ,1.2656122077459031e-05 ,9.903354327649932  ,9.903354327649932  ,6.753845163309791e-05
820  ,0.16           ,1.13115722656  ,9.88760170337619   ,9.88760170337619   ,9.887595385423873  ,9.887595385423875  ,6.317952315981756e-06  ,1.2635904631963513e-05 ,9.887521630261245  ,9.887521630261245  ,8.007311494395708e-05
821  ,0.16           ,1.29115722656  ,9.871806812476253  ,9.871806812476253  ,9.871800504616512  ,9.871800504616514  ,6.307859740317667e-06  ,1.2615719480635335e-05 ,9.871714244933331  ,9.871714244933331  ,9.256754292152891e-05
822  ,0.16           ,1.45115722656  ,9.856037153031428  ,9.856037153031428  ,9.856030855248143  ,9.856030855248143  ,6.297783285091896e-06  ,1.2595566570183792e-05 ,9.855932131199276  ,9.855932131199276  ,0.00010502183215166383
823  ,0.16           ,1.61115722656  ,9.840292684735877  ,9.840292684735877  ,9.840286397012948  ,9.840286397012948  ,6.28772292898816e-06   ,1.257544585797632e-05  ,9.84017524865686   ,9.84017524865686   ,0.00011743607901593123
824  ,0.16           ,1.77115722656  ,9.824573367348146  ,9.824573367348146  ,9.824567089669502  ,9.824567089669502  ,6.27767864358475e-06   ,1.25553572871695e-05   ,9.824443556968454  ,9.824443556968454  ,0.00012981037969161946
825  ,0.16           ,1.93115722656  ,9.808879160691067  ,9.808879160691067  ,9.808872893040663  ,9.808872893040665  ,6.26765040401267e-06   ,1.253530080802534e-05  ,9.808737015860919  ,9.808737015860919  ,0.00014214483014818313
826  ,0.16           ,2.09115722656  ,9.79321002465165   ,9.79321002465165   ,9.793203767013468  ,9.793203767013468  ,6.257638181850211e-06  ,1.2515276363700423e-05 ,9.793055585125503  ,9.793055585125503  ,0.0001544395261472431
827  ,0.16           ,2.25115722656  ,9.777565919180986  ,9.777565919180986  ,9.77755967153903   ,9.77755967153903   ,6.247641955781091e-06  ,1.2495283911562183e-05 ,9.777399224617731  ,9.777399224617731  ,0.00016669456325502097
828  ,0.16           ,2.41115722656  ,9.76194680429414   ,9.76194680429414   ,9.761940566632447  ,9.761940566632447  ,6.237661693830887e-06  ,1.2475323387661774e-05 ,9.761767894257314  ,9.761767894257314  ,0.00017891003682635187
829  ,0.16           ,2.57115722656  ,9.746352640070054  ,9.746352640070054  ,9.746346412372674  ,9.746346412372674  ,6.227697380012387e-06  ,1.2455394760024774e-05 ,9.746161554028038  ,9.746161554028038  ,0.00019108604201534263
830  ,0.16           ,2.73115722656  ,9.730783386651435  ,9.730783386651435  ,9.730777168902456  ,9.730777168902456  ,6.217748978798454e-06  ,1.2435497957596908e-05 ,9.730580163977663  ,9.730580163977663  ,0.00020322267377181902
831  ,0.16           ,2.89115722656  ,9.715239004244669  ,9.715239004244669  ,9.715232796428193  ,9.715232796428193  ,6.207816475978234e-06  ,1.2415632951956468e-05 ,9.715023684217822  ,9.715023684217822  ,0.00021532002684665486
832  ,0.16           ,3.05115722656  ,9.699719453119702  ,9.699719453119702  ,9.699713255219866  ,9.699713255219867  ,6.19789983602459e-06   ,1.239579967204918e-05  ,9.699492074923919  ,9.699492074923919  ,0.0002273781957828902
833  ,0.16           ,3.21115722656  ,9.684224693609952  ,9.684224693609952  ,9.684218505610914  ,9.684218505610914  ,6.187999037621239e-06  ,1.2375998075242478e-05 ,9.683985296335024  ,9.683985296335024  ,0.00023939727492816587
834  ,0.16           ,3.37115722656  ,9.668754686112198  ,9.668754686112198  ,9.668748507998142  ,9.668748507998144  ,6.1781140558991865e-06 ,1.2356228111798373e-05 ,9.668503308753778  ,9.668503308753778  ,0.00025137735842051256
835  ,0.16           ,3.53115722656  ,9.653309391086484  ,9.653309391086484  ,9.653303222841622  ,9.653303222841624  ,6.1682448624367225e-06 ,1.2336489724873445e-05 ,9.653046072546282  ,9.653046072546282  ,0.00026331854020256173
836  ,0.16           ,3.69115722656  ,9.637888769056019  ,9.637888769056019  ,9.637882610664583  ,9.637882610664585  ,6.158391435917565e-06  ,1.231678287183513e-05  ,9.637613548142003  ,9.637613548142003  ,0.0002752209140162165
837  ,0.16           ,3.85115722656  ,9.622492780607072  ,9.622492780607072  ,9.622486632053324  ,9.622486632053324  ,6.148553747920005e-06  ,1.229710749584001e-05  ,9.62220569603367   ,9.62220569603367   ,0.00028708457340087534
838  ,0.16           ,4.01115722656  ,9.607121386388876  ,9.607121386388876  ,9.607115247657095  ,9.607115247657095  ,6.138731780680473e-06  ,1.2277463561360946e-05 ,9.606822476777175  ,9.606822476777175  ,0.0002989096117005374
839  ,0.16           ,4.17115722656  ,9.59177454711352   ,9.59177454711352   ,9.591768418188021  ,9.591768418188021  ,6.128925498671833e-06  ,1.2257850997343667e-05 ,9.591463850991467  ,9.591463850991467  ,0.00031069612205314456
840  ,0.16           ,4.33115722656  ,9.576452223555854  ,9.576452223555854  ,9.57644610442097   ,9.576446104420972  ,6.119134884130517e-06  ,1.2238269768261034e-05 ,9.576129779358455  ,9.576129779358455  ,0.00032244419739946295
841  ,0.16           ,4.49115722656  ,9.561154376553393  ,9.561154376553393  ,9.561148267193486  ,9.561148267193488  ,6.109359906858458e-06  ,1.2218719813716916e-05 ,9.560820222622908  ,9.560820222622908  ,0.00033415393048485953
842  ,0.16           ,4.65115722656  ,9.545880967006209  ,9.545880967006209  ,9.545874867405661  ,9.545874867405661  ,6.099600547315731e-06  ,1.2199201094631462e-05 ,9.545535141592353  ,9.545535141592353  ,0.0003458254138557493
843  ,0.16           ,4.81115722656  ,9.530631955876832  ,9.530631955876832  ,9.530625866020056  ,9.530625866020056  ,6.08985677530427e-06   ,1.217971355060854e-05  ,9.530274497136974  ,9.530274497136974  ,0.00035745873985781884
844  ,0.16           ,4.97115722656  ,9.515407304190152  ,9.515407304190152  ,9.51540122406158   ,9.515401224061582  ,6.080128571284149e-06  ,1.2160257142568298e-05 ,9.515038250189512  ,9.515038250189512  ,0.00036905400063957927
845  ,0.16           ,5.13115722656  ,9.500206973033322  ,9.500206973033322  ,9.500200902617419  ,9.500200902617419  ,6.070415903280946e-06  ,1.2140831806561891e-05 ,9.499826361745166  ,9.499826361745166  ,0.0003806112881559187
846  ,0.16           ,5.29115722656  ,9.485030923555657  ,9.485030923555657  ,9.485024862836902  ,9.485024862836903  ,6.060718755307448e-06  ,1.2121437510614896e-05 ,9.484638792861496  ,9.484638792861496  ,0.000392130694160997
847  ,0.16           ,5.45115722656  ,9.469879116968531  ,9.469879116968531  ,9.469873065931438  ,9.469873065931438  ,6.0510370936128766e-06 ,1.2102074187225753e-05 ,9.469475504658314  ,9.469475504658314  ,0.0004036123102171274
848  ,0.16           ,5.61115722656  ,9.454751514545283  ,9.454751514545283  ,9.454745473174382  ,9.454745473174382  ,6.0413709004336624e-06 ,1.2082741800867325e-05 ,9.454336458317597  ,9.454336458317597  ,0.0004150562276858949
849  ,0.16           ,5.77115722656  ,9.439648077621113  ,9.439648077621113  ,9.439642045900964  ,9.439642045900964  ,6.031720149124453e-06  ,1.2063440298248906e-05 ,9.439221615083376  ,9.439221615083376  ,0.0004264625377370379
850  ,0.16           ,5.93115722656  ,9.424568767592989  ,9.424568767592989  ,9.424562745508176  ,9.424562745508176  ,6.022084813039896e-06  ,1.2044169626079793e-05 ,9.424130936261644  ,9.424130936261644  ,0.0004378313313448956
851  ,0.16           ,6.09115722656  ,9.409513545919541  ,9.409513545919541  ,9.409507533454672  ,9.409507533454674  ,6.012464869087353e-06  ,1.2024929738174706e-05 ,9.409064383220256  ,9.409064383220256  ,0.0004491626992848552
852  ,0.16           ,6.25115722656  ,9.394482374120972  ,9.394482374120972  ,9.39447637126068   ,9.39447637126068   ,6.002860292397827e-06  ,1.2005720584795654e-05 ,9.394021917388828  ,9.394021917388828  ,0.00046045673214401006
853  ,0.16           ,6.41115722656  ,9.379475213778951  ,9.379475213778951  ,9.379469220507891  ,9.379469220507893  ,5.99327105987868e-06   ,1.198654211975736e-05  ,9.37900350025864   ,9.37900350025864   ,0.0004717135203105016
854  ,0.16           ,6.57115722656  ,9.364492026536517  ,9.364492026536517  ,9.364486042839374  ,9.364486042839374  ,5.983697143108202e-06  ,1.1967394286216404e-05 ,9.364009093382533  ,9.364009093382533  ,0.00048293315398417747
855  ,0.16           ,6.73115722656  ,9.349532774097984  ,9.349532774097984  ,9.349526799959463  ,9.349526799959463  ,5.9741385207701114e-06 ,1.1948277041540223e-05 ,9.34903865837482   ,9.34903865837482   ,0.0004941157231641569
856  ,0.16           ,6.89115722656  ,9.334597418228842  ,9.334597418228842  ,9.334591453633672  ,9.334591453633672  ,5.964595169771769e-06  ,1.1929190339543538e-05 ,9.334092156911177  ,9.334092156911177  ,0.000505261317664818
857  ,0.16           ,7.05115722656  ,9.319685920755658  ,9.319685920755658  ,9.319679965688595  ,9.319679965688595  ,5.955067063467823e-06  ,1.1910134126935645e-05 ,9.319169550728555  ,9.319169550728555  ,0.0005163700271033633
858  ,0.16           ,7.21115722656  ,9.304798243565976  ,9.304798243565976  ,9.304792298011801  ,9.304792298011803  ,5.945554175212919e-06  ,1.1891108350425839e-05 ,9.304270801625073  ,9.304270801625073  ,0.0005274419409033726
859  ,0.16           ,7.37115722656  ,9.289934348608227  ,9.289934348608227  ,9.289928412551742  ,9.289928412551742  ,5.936056485467134e-06  ,1.1872112970934268e-05 ,9.289395871459922  ,9.289395871459922  ,0.0005384771483054607
860  ,0.16           ,7.53115722656  ,9.275094197891624  ,9.275094197891624  ,9.275088271317657  ,9.275088271317658  ,5.926573967585114e-06  ,1.1853147935170227e-05 ,9.274544722153276  ,9.274544722153276  ,0.0005494757383477378
861  ,0.16           ,7.69115722656  ,9.26027775348607   ,9.26027775348607   ,9.260271836379474  ,9.260271836379474  ,5.917106596697863e-06  ,1.1834213193395726e-05 ,9.259717315686185  ,9.259717315686185  ,0.0005604377998853494
862  ,0.16           ,7.85115722656  ,9.245484977522059  ,9.245484977522059  ,9.24547906986771   ,9.24547906986771   ,5.907654349712743e-06  ,1.1815308699425486e-05 ,9.24491361410048   ,9.24491361410048   ,0.000571363421579818
863  ,0.16           ,8.01115722656  ,9.23071583219058   ,9.23071583219058   ,9.230709933973376  ,9.230709933973376  ,5.898217203537115e-06  ,1.179643440707423e-05  ,9.230133579498673  ,9.230133579498673  ,0.0005822526919061488
864  ,0.16           ,8.17115722656  ,9.215970279743015  ,9.215970279743015  ,9.215964390947885  ,9.215964390947885  ,5.888795129749269e-06  ,1.1777590259498538e-05 ,9.215377174043873  ,9.215377174043873  ,0.0005931056991421713
865  ,0.16           ,8.33115722656  ,9.201248282491054  ,9.201248282491054  ,9.201242403102944  ,9.201242403102945  ,5.879388110585637e-06  ,1.1758776221171274e-05 ,9.20064435995967   ,9.20064435995967   ,0.0006039225313845265
866  ,0.16           ,8.49115722656  ,9.186549802806589  ,9.186549802806589  ,9.186543932810473  ,9.186543932810473  ,5.869996115848153e-06  ,1.1739992231696306e-05 ,9.185935099530054  ,9.185935099530054  ,0.0006147032765344562
867  ,0.16           ,8.65115722656  ,9.171874803121618  ,9.171874803121618  ,9.171868942502492  ,9.171868942502492  ,5.860619125996891e-06  ,1.1721238251993782e-05 ,9.17124935509931   ,9.17124935509931   ,0.0006254480223084613
868  ,0.16           ,8.81115722656  ,9.157223245928156  ,9.157223245928156  ,9.157217394671044  ,9.157217394671044  ,5.851257112610142e-06  ,1.1702514225220284e-05 ,9.156587089071921  ,9.156587089071921  ,0.0006361568562347486
869  ,0.16           ,8.97115722656  ,9.142595093778136  ,9.142595093778136  ,9.142589251868078  ,9.142589251868078  ,5.841910057924338e-06  ,1.1683820115848675e-05 ,9.141948263912484  ,9.141948263912484  ,0.0006468298656514548
870  ,0.16           ,9.13115722656  ,9.127990309283305  ,9.127990309283305  ,9.127984476705372  ,9.127984476705375  ,5.8325779335177685e-06 ,1.1665155867035537e-05 ,9.127332842145593  ,9.127332842145593  ,0.0006574671377119756
871  ,0.16           ,9.29115722656  ,9.113408855115145  ,9.113408855115145  ,9.113403031854428  ,9.113403031854428  ,5.823260716297796e-06  ,1.1646521432595591e-05 ,9.112740786355765  ,9.112740786355765  ,0.0006680687593796364
872  ,0.16           ,9.45115722656  ,9.09885069400476   ,9.09885069400476   ,9.098844880046379  ,9.098844880046379  ,5.813958381395423e-06  ,1.1627916762790846e-05 ,9.098172059187325  ,9.098172059187325  ,0.0006786348174347978
873  ,0.16           ,9.61115722656  ,9.084315788742796  ,9.084315788742796  ,9.084309984071886  ,9.084309984071888  ,5.804670909270726e-06  ,1.1609341818541452e-05 ,9.083626623344326  ,9.083626623344326  ,0.0006891653984695267
874  ,0.16           ,9.77115722656  ,9.069804102179333  ,9.069804102179333  ,9.06979830678106   ,9.06979830678106   ,5.7953982732783516e-06 ,1.1590796546556703e-05 ,9.069104441590444  ,9.069104441590444  ,0.0006996605888893725
875  ,0.16           ,9.93115722656  ,9.0553155972238    ,9.0553155972238    ,9.055309811083353  ,9.055309811083353  ,5.786140446772947e-06  ,1.1572280893545894e-05 ,9.054605476748884  ,9.054605476748884  ,0.0007101204749151435
876  ,0.16           ,10.09115722656 ,9.040850236844872  ,9.040850236844872  ,9.04084445994746   ,9.040844459947461  ,5.776897411990944e-06  ,1.1553794823981889e-05 ,9.04012969170229   ,9.04012969170229   ,0.0007205451425811304
877  ,0.16           ,10.25115722656 ,9.026407984070381  ,9.026407984070381  ,9.026402216401241  ,9.026402216401243  ,5.767669140510634e-06  ,1.1535338281021268e-05 ,9.025677049392645  ,9.025677049392645  ,0.000730934677736883
878  ,0.16           ,10.41115722656 ,9.011988801987226  ,9.011988801987226  ,9.011983043531615  ,9.011983043531615  ,5.758455611015734e-06  ,1.1516911222031467e-05 ,9.011247512821175  ,9.011247512821175  ,0.0007412891660507626
879  ,0.16           ,10.57115722656 ,8.997592653741263  ,8.997592653741263  ,8.997586904484464  ,8.997586904484464  ,5.749256798637248e-06  ,1.1498513597274496e-05 ,8.996841045048258  ,8.996841045048258  ,0.0007516086930046129
880  ,0.16           ,10.73115722656 ,8.983219502537226  ,8.983219502537226  ,8.983213762464544  ,8.983213762464544  ,5.740072682058894e-06  ,1.1480145364117789e-05 ,8.982457609193332  ,8.982457609193332  ,0.0007618933438937603
881  ,0.16           ,10.89115722656 ,8.968869311638628  ,8.968869311638628  ,8.96886358073539   ,8.96886358073539   ,5.730903238188034e-06  ,1.1461806476376069e-05 ,8.96809716843479   ,8.96809716843479   ,0.0007721432038376719
882  ,0.16           ,11.05115722656 ,8.954542044367663  ,8.954542044367663  ,8.95453632261922   ,8.954536322619221  ,5.721748443932029e-06  ,1.1443496887864057e-05 ,8.953759686009896  ,8.953759686009896  ,0.0007823583577675208
883  ,0.16           ,11.21115722656 ,8.940237664105119  ,8.940237664105119  ,8.94023195149685   ,8.94023195149685   ,5.7126082690928115e-06 ,1.1425216538185623e-05 ,8.93944512521469   ,8.93944512521469   ,0.0007925388904297392
884  ,0.16           ,11.37115722656 ,8.925956134290278  ,8.925956134290278  ,8.925950430807582  ,8.925950430807582  ,5.703482695906814e-06  ,1.1406965391813628e-05 ,8.925153449403885  ,8.925153449403885  ,0.0008026848863931235
885  ,0.16           ,11.53115722656 ,8.911697418420827  ,8.911697418420827  ,8.911691724049128  ,8.911691724049128  ,5.694371699505041e-06  ,1.1388743399010082e-05 ,8.910884621990787  ,8.910884621990787  ,0.0008127964300399526
886  ,0.16           ,11.69115722656 ,8.897461480052765  ,8.897461480052765  ,8.897455794777505  ,8.897455794777505  ,5.6852752603475665e-06 ,1.1370550520695133e-05 ,8.896638606447185  ,8.896638606447185  ,0.0008228736055801988
887  ,0.16           ,11.85115722656 ,8.883248282800308  ,8.883248282800308  ,8.883242606606958  ,8.88324260660696   ,5.6761933500126815e-06 ,1.1352386700025363e-05 ,8.882415366303277  ,8.882415366303277  ,0.0008329164970302116
888  ,0.16           ,12.01115722656 ,8.869057790335793  ,8.869057790335793  ,8.869052123209844  ,8.869052123209844  ,5.667125948960461e-06  ,1.1334251897920922e-05 ,8.868214865147555  ,8.868214865147555  ,0.0008429251882375866
889  ,0.16           ,12.17115722656 ,8.854889966389592  ,8.854889966389592  ,8.85488430831656   ,8.85488430831656   ,5.658073032321909e-06  ,1.1316146064643817e-05 ,8.854037066626733  ,8.854037066626733  ,0.0008528997628598489
890  ,0.16           ,12.33115722656 ,8.840744774750014  ,8.840744774750014  ,8.840739125715437  ,8.840739125715437  ,5.649034577004386e-06  ,1.1298069154008772e-05 ,8.839881934445637  ,8.839881934445637  ,0.0008628403043768884
891  ,0.16           ,12.49115722656 ,8.826622179263216  ,8.826622179263216  ,8.826616539252655  ,8.826616539252656  ,5.640010561691611e-06  ,1.1280021123383221e-05 ,8.82574943236712   ,8.82574943236712   ,0.0008727468960962881
892  ,0.16           ,12.65115722656 ,8.812522143833107  ,8.812522143833107  ,8.812516512832147  ,8.812516512832147  ,5.6310009597382304e-06 ,1.1262001919476461e-05 ,8.811639524211971  ,8.811639524211971  ,0.0008826196211355608
893  ,0.16           ,12.81115722656 ,8.798444632421255  ,8.798444632421255  ,8.798439010415507  ,8.798439010415507  ,5.622005748051606e-06  ,1.1244011496103212e-05 ,8.797552173858815  ,8.797552173858815  ,0.0008924585624399128
894  ,0.16           ,12.97115722656 ,8.784389609046803  ,8.784389609046803  ,8.784383996021894  ,8.784383996021894  ,5.613024908868169e-06  ,1.1226049817736339e-05 ,8.78348734524403   ,8.78348734524403   ,0.000902263802773362
895  ,0.16           ,13.13115722656 ,8.770357037786368  ,8.770357037786368  ,8.770351433727953  ,8.770351433727953  ,5.604058415542568e-06  ,1.1208116831085135e-05 ,8.769445002361644  ,8.769445002361644  ,0.000912035424724067
896  ,0.16           ,13.29115722656 ,8.756346882773952  ,8.756346882773952  ,8.756341287667707  ,8.756341287667707  ,5.595106244982162e-06  ,1.1190212489964324e-05 ,8.755425109263255  ,8.755425109263255  ,0.0009217735106972214
897  ,0.16           ,13.45115722656 ,8.742359108200855  ,8.742359108200855  ,8.742353522032477  ,8.742353522032477  ,5.586168377647027e-06  ,1.1172336755294054e-05 ,8.741427630057926  ,8.741427630057926  ,0.0009314781429292651
898  ,0.16           ,13.61115722656 ,8.728393678315573  ,8.728393678315573  ,8.728388101070788  ,8.728388101070788  ,5.577244785115454e-06  ,1.1154489570230908e-05 ,8.727452528912105  ,8.727452528912105  ,0.0009411494034683443
899  ,0.16           ,13.77115722656 ,8.714450557423717  ,8.714450557423717  ,8.714444989088268  ,8.71444498908827   ,5.5683354496238735e-06 ,1.1136670899247747e-05 ,8.713499770049523  ,8.713499770049523  ,0.0009507873741938511
900  ,0.16           ,13.93115722656 ,8.70052970988792   ,8.70052970988792   ,8.700524150447574  ,8.700524150447574  ,5.5594403463032904e-06 ,1.1118880692606581e-05 ,8.699569317751113  ,8.699569317751113  ,0.0009603921368075419
901  ,0.16           ,14.09115722656 ,8.686631100127737  ,8.686631100127737  ,8.68662554956829   ,8.68662554956829   ,5.550559446731995e-06  ,1.110111889346399e-05  ,8.685661136354907  ,8.685661136354907  ,0.0009699637728299848
902  ,0.16           ,14.25115722656 ,8.67275469261957   ,8.67275469261957   ,8.67274915092683   ,8.67274915092683   ,5.541692740251847e-06  ,1.1083385480503694e-05 ,8.671775190255953  ,8.671775190255953  ,0.0009795023636165467
903  ,0.16           ,14.41115722656 ,8.658900451896558  ,8.658900451896558  ,8.658894919056362  ,8.658894919056362  ,5.532840196664779e-06  ,1.1065680393329558e-05 ,8.657911443906222  ,8.657911443906222  ,0.0009890079903360771
904  ,0.16           ,14.57115722656 ,8.645068342548504  ,8.645068342548504  ,8.645062818546709  ,8.645062818546709  ,5.5240017946545095e-06 ,1.1048003589309019e-05 ,8.644069861814517  ,8.644069861814517  ,0.000998480733986895
905  ,0.16           ,14.73115722656 ,8.63125832922177   ,8.63125832922177   ,8.631252814044261  ,8.631252814044263  ,5.515177509352043e-06  ,1.1030355018704086e-05 ,8.630250408546377  ,8.630250408546377  ,0.0010079206753932368
906  ,0.16           ,14.89115722656 ,8.617470376619202  ,8.617470376619202  ,8.61746487025188   ,8.617464870251881  ,5.50636732299381e-06   ,1.101273464598762e-05  ,8.616453048723999  ,8.616453048723999  ,0.0010173278952034792
907  ,0.16           ,15.05115722656 ,8.603704449500025  ,8.603704449500025  ,8.603698951928816  ,8.603698951928816  ,5.49757120893446e-06   ,1.099514241786892e-05  ,8.60267774702613   ,8.60267774702613   ,0.0010267024738954689
908  ,0.16           ,15.21115722656 ,8.58996051267976   ,8.58996051267976   ,8.589955023890614  ,8.589955023890614  ,5.488789145857709e-06  ,1.0977578291715417e-05 ,8.58892446818799   ,8.58892446818799   ,0.0010360444917694167
909  ,0.16           ,15.37115722656 ,8.576238531030134  ,8.576238531030134  ,8.576233051009023  ,8.576233051009023  ,5.4800211106709185e-06 ,1.0960042221341837e-05 ,8.575193177001182  ,8.575193177001182  ,0.0010453540289514507
910  ,0.16           ,15.53115722656 ,8.56253846947899   ,8.56253846947899   ,8.562532998211903  ,8.562532998211905  ,5.471267087386877e-06  ,1.0942534174773755e-05 ,8.561483838313588  ,8.561483838313588  ,0.0010546311654024976
911  ,0.16           ,15.69115722656 ,8.548860293010197  ,8.548860293010197  ,8.548854830483155  ,8.548854830483156  ,5.4625270422548056e-06 ,1.0925054084509611e-05 ,8.547796417029298  ,8.547796417029298  ,0.001063875980898743
912  ,0.16           ,15.85115722656 ,8.535203966663557  ,8.535203966663557  ,8.5351985128626    ,8.5351985128626    ,5.453800957511135e-06  ,1.090760191502227e-05  ,8.534130878108503  ,8.534130878108503  ,0.0010730885550547242
913  ,0.16           ,16.01115722656 ,8.521569455534724  ,8.521569455534724  ,8.521564010445907  ,8.521564010445907  ,5.445088817168653e-06  ,1.0890177634337306e-05 ,8.520487186567415  ,8.520487186567415  ,0.001082268967309119
914  ,0.16           ,16.17115722656 ,8.507956724775106  ,8.507956724775106  ,8.507951288384513  ,8.507951288384515  ,5.436390592805651e-06  ,1.0872781185611302e-05 ,8.50686530747818   ,8.50686530747818   ,0.0010914172969265223
915  ,0.16           ,16.33115722656 ,8.494365739591782  ,8.494365739591782  ,8.494360311885519  ,8.494360311885519  ,5.427706263105847e-06  ,1.0855412526211694e-05 ,8.493265205968777  ,8.493265205968777  ,0.0011005336230045515
916  ,0.16           ,16.49115722656 ,8.480796465247408  ,8.480796465247408  ,8.480791046211603  ,8.480791046211603  ,5.419035804976602e-06  ,1.0838071609953204e-05 ,8.47968684722294   ,8.47968684722294   ,0.0011096180244685172
917  ,0.16           ,16.65115722656 ,8.467248867060134  ,8.467248867060134  ,8.467243456680936  ,8.467243456680936  ,5.4103791971016335e-06 ,1.0820758394203267e-05 ,8.466130196480062  ,8.466130196480062  ,0.0011186705800714236
918  ,0.16           ,16.81115722656 ,8.45372291040351   ,8.45372291040351   ,8.45371750866709   ,8.45371750866709   ,5.401736419941017e-06  ,1.0803472839882033e-05 ,8.452595219035112  ,8.452595219035112  ,0.001127691368397521
919  ,0.16           ,16.97115722656 ,8.440218560706402  ,8.440218560706402  ,8.440213167598953  ,8.440213167598955  ,5.393107448625756e-06  ,1.0786214897251512e-05 ,8.43908188023854   ,8.43908188023854   ,0.0011366804678623055
920  ,0.16           ,17.13115722656 ,8.4267357834529    ,8.4267357834529    ,8.426730398960638  ,8.42673039896064   ,5.3844922618395685e-06 ,1.0768984523679137e-05 ,8.425590145496187  ,8.425590145496187  ,0.0011456379567125197
921  ,0.16           ,17.29115722656 ,8.41327454418223   ,8.41327454418223   ,8.413269168291395  ,8.413269168291395  ,5.375890834713459e-06  ,1.0751781669426919e-05 ,8.41211998026921   ,8.41211998026921   ,0.0011545639130190466
922  ,0.16           ,17.45115722656 ,8.39983480848867   ,8.39983480848867   ,8.39982944118552   ,8.39982944118552   ,5.36730314948386e-06   ,1.073460629896772e-05  ,8.398671350073977  ,8.398671350073977  ,0.0011634584146928972
923  ,0.16           ,17.61115722656 ,8.386416542021458  ,8.386416542021458  ,8.386411183292275  ,8.386411183292275  ,5.358729183058131e-06  ,1.0717458366116261e-05 ,8.385244220481987  ,8.385244220481987  ,0.0011723215394709996
924  ,0.16           ,17.77115722656 ,8.373019710484703  ,8.373019710484703  ,8.373014360315791  ,8.373014360315791  ,5.3501689123436336e-06 ,1.0700337824687267e-05 ,8.37183855711978   ,8.37183855711978   ,0.0011811533649233041
925  ,0.16           ,17.93115722656 ,8.359644279637305  ,8.359644279637305  ,8.359638938014987  ,8.359638938014989  ,5.341622317800443e-06  ,1.0683244635600886e-05 ,8.358454325668852  ,8.358454325668852  ,0.0011899539684527838
926  ,0.16           ,18.09115722656 ,8.346290215292857  ,8.346290215292857  ,8.346284882203484  ,8.346284882203484  ,5.333089372783206e-06  ,1.0666178745566413e-05 ,8.345091491865562  ,8.345091491865562  ,0.001198723427295434
927  ,0.16           ,18.25115722656 ,8.332957483319568  ,8.332957483319568  ,8.332952158749505  ,8.332952158749507  ,5.324570063081069e-06  ,1.0649140126162138e-05 ,8.33175002150105   ,8.33175002150105   ,0.001207461818518496
928  ,0.16           ,18.41115722656 ,8.319646049640165  ,8.319646049640165  ,8.319640733575806  ,8.319640733575806  ,5.316064358495964e-06  ,1.0632128716991929e-05 ,8.31842988042114   ,8.31842988042114   ,0.0012161692190240103
929  ,0.16           ,18.57115722656 ,8.306355880231814  ,8.306355880231814  ,8.306350572659571  ,8.306350572659571  ,5.307572243040681e-06  ,1.0615144486081363e-05 ,8.30513103452627   ,8.30513103452627   ,0.0012248457055452633
930  ,0.16           ,18.73115722656 ,8.293086941126035  ,8.293086941126035  ,8.293081642032341  ,8.293081642032341  ,5.299093693622581e-06  ,1.0598187387245162e-05 ,8.291853449771384  ,8.291853449771384  ,0.00123349135465034
931  ,0.16           ,18.89115722656 ,8.279839198408602  ,8.279839198408602  ,8.279833907779917  ,8.279833907779917  ,5.290628685372667e-06  ,1.0581257370745334e-05 ,8.278597092165857  ,8.278597092165857  ,0.0012421062427456775
932  ,0.16           ,19.05115722656 ,8.266612618219472  ,8.266612618219472  ,8.266607336042266  ,8.266607336042268  ,5.282177205856442e-06  ,1.0564354411712884e-05 ,8.265361927773407  ,8.265361927773407  ,0.0012506904460654056
933  ,0.16           ,19.21115722656 ,8.25340716675269   ,8.25340716675269   ,8.253401893013468  ,8.253401893013468  ,5.273739221323126e-06  ,1.0547478442646252e-05 ,8.252147922712005  ,8.252147922712005  ,0.0012592440406837824
934  ,0.16           ,19.37115722656 ,8.2402228102563    ,8.2402228102563    ,8.240217544941583  ,8.240217544941583  ,5.265314717561864e-06  ,1.0530629435123728e-05 ,8.238955043153794  ,8.238955043153794  ,0.001267767102506312
935  ,0.16           ,19.53115722656 ,8.22705951503227   ,8.22705951503227   ,8.227054258128597  ,8.227054258128597  ,5.2569036732563745e-06 ,1.0513807346512749e-05 ,8.225783255324991  ,8.225783255324991  ,0.0012762597072786264
936  ,0.16           ,19.69115722656 ,8.213917247436392  ,8.213917247436392  ,8.213911998930332  ,8.213911998930332  ,5.2485060599849476e-06 ,1.0497012119969895e-05 ,8.212632525505816  ,8.212632525505816  ,0.0012847219305758273
