n  ,h     ,x      ,v[1]_1                  ,v[2]_1                  ,v[1]_2                  ,v[2]_2                  ,ОЛП
75 ,2.56  ,117.72 ,-0.00022057220854330062 ,0.00020724323740093216  ,-4.794899579053955e-14  ,8.489507873122449e-14   ,0.00032283518873932164
76 ,2.56  ,120.28 ,9.50580534472859e-05    ,3.442992025050643e-05   ,5.124739453670328e-14   ,2.3160015761445026e-15  ,0.00010784128148920545
77 ,2.56  ,122.84 ,7.674824788037534e-05   ,-3.604187703564707e-05  ,2.4159352165397403e-14  ,-1.4797169197956168e-14 ,9.044245499482392e-05
78 ,2.56  ,125.4  ,1.2356756227454506e-06  ,-1.816038607226021e-05  ,-2.088754842965723e-15  ,-4.87174276411432e-15   ,1.941586844594448e-05
79 ,5.12  ,130.52 ,-5.5797422051641365e-05 ,2.6530247583974567e-05  ,-1.168198727594549e-15  ,1.5195360463401015e-15  ,6.590244723602497e-05
80 ,5.12  ,135.64 ,5.2278229488866905e-05  ,1.7202117097056914e-05  ,5.234668242091779e-16   ,-3.057692406604196e-16  ,5.870472570162658e-05
81 ,5.12  ,140.76 ,8.179427151538506e-05   ,-8.05267553508745e-05   ,-1.3054923592664637e-16 ,3.487345610860527e-17   ,0.0001224339179967049
82 ,5.12  ,145.88 ,-0.00020609418924700179 ,3.854434110806527e-05   ,2.1083497075524986e-17  ,2.5706945055612892e-18  ,0.0002236453855215901
83 ,5.12  ,151.0  ,8.252055176727758e-06   ,0.00015457738297711243  ,-1.13053710276698e-18   ,-2.648601679502712e-18  ,0.0001651173255345629
84 ,5.12  ,156.12 ,0.0004850993141840954   ,-0.0002452737416716341  ,-6.355514818223495e-19  ,8.256537428749105e-19   ,0.0005798199780457685
85 ,5.12  ,161.24 ,-0.0004999663946332415  ,-0.0001271627812994775  ,2.8450041400409464e-19  ,-1.6606855355049322e-19 ,0.000550276749725314
86 ,5.12  ,166.36 ,-0.0006661092561930224  ,0.0007129237407624315   ,-7.092072776794523e-20  ,1.8922210388177165e-20  ,0.0010407309848587778
87 ,2.56  ,168.92 ,0.000369891921574899    ,8.90562132443123e-05    ,-1.4664023582817838e-20 ,1.7547539841099773e-20  ,0.00040582572585630693
88 ,2.56  ,171.48 ,0.00025591472845203506  ,-0.00013255002347046987 ,8.534139905272418e-21   ,1.8226810488760965e-21  ,0.0003074181761556105
89 ,2.56  ,174.04 ,-7.646469330659339e-06  ,-5.8435710576659123e-05 ,5.2421752281644515e-21  ,-2.65443527965373e-21   ,6.286279222910408e-05
90 ,2.56  ,176.6  ,-5.91275900680486e-05   ,1.2437801991581126e-05  ,1.8668259251341217e-23  ,-1.1307525304996224e-21 ,6.444971619153328e-05
91 ,2.56  ,179.16 ,-1.5534303419783145e-05 ,1.661765011319947e-05   ,-9.51094486519871e-22   ,1.4445616284880707e-22  ,2.426428420299055e-05
