n  ,h          ,x            ,v[1]_1                  ,v[2]_1                  ,v[1]_2                  ,v[2]_2                  ,ОЛП
53 ,1.28       ,38.06        ,0.01866797833861538     ,-0.039076456572228475   ,0.01855091692569574     ,-0.039014950181964166   ,0.00014105193798582934
54 ,1.28       ,39.34        ,-0.022671570922753966   ,-0.023784802570867306   ,-0.022703753389273756   ,-0.023719601335208333   ,7.755856695670816e-05
55 ,1.28       ,40.62        ,-0.04014396779189839    ,-0.0036999572017060584  ,-0.04010693931999617    ,-0.0036599435436551614  ,5.8152418269351834e-05
56 ,1.28       ,41.9         ,-0.03458848182323229    ,0.011019555856938893    ,-0.03452180784618621    ,0.011026132612289208    ,7.146406304573948e-05
57 ,1.28       ,43.18        ,-0.016305083225267386   ,0.015993023294275786    ,-0.01624722618725922    ,0.015974918639665665    ,6.466512484764567e-05
58 ,1.28       ,44.46        ,0.0025719272293569483   ,0.012478288309227458    ,0.0025995127867016188   ,0.012451686413801129    ,4.087746983136082e-05
59 ,2.56       ,47.02        ,0.015599091761237218    ,-0.0015288276695361591  ,0.015364996136473942    ,-0.0021459927783535424  ,0.0007040755782258656
60 ,2.56       ,49.58        ,0.0036744326054738343   ,-0.006060375770392055   ,0.0028653985859520264   ,-0.005942797683736683   ,0.0008720354903800105
61 ,2.56       ,52.14        ,-0.005847984282754053   ,-0.0011904034110003176  ,-0.005993463275754132   ,-0.0008776798403109928  ,0.00036789976461992123
62 ,2.56       ,54.7         ,-0.003454550121611162   ,0.0023453579199379138   ,-0.0031372985100219393  ,0.002389460840554184    ,0.0003416559353221246
63 ,2.56       ,57.26        ,0.0015497719600888922   ,0.001258634187311029    ,0.0017130644707496964   ,0.0011322509920934597   ,0.00022025351004145336
64 ,2.56       ,59.82        ,0.002026308903080771    ,-0.0006607802735081071  ,0.00193477317455674     ,-0.0007196287217978882  ,0.00011607533841643572
65 ,2.56       ,62.38        ,-6.703797528423037e-05  ,-0.0007680096580680972  ,-0.00016847463944920176 ,-0.0007296258166679234  ,0.00011568645990286807
66 ,2.56       ,64.94        ,-0.0009280577725170275  ,5.826914892797879e-05   ,-0.0009184535126072025  ,9.649486327796954e-05   ,4.204137875799853e-05
67 ,5.12       ,70.06        ,-0.0010853289418840534  ,0.0003859042402288874   ,0.00033601149872620746  ,8.587940822781339e-05   ,0.0015495049076978671
68 ,2.56       ,72.62        ,7.356906202439398e-05   ,0.00041002997655600654  ,0.0001276474714081182   ,0.00038787189152073335  ,6.233802135809224e-05
69 ,2.56       ,75.18        ,0.0005087370844653929   ,-4.594036369579577e-05  ,0.0005016208652215219   ,-6.624893938514151e-05  ,2.2953884072328028e-05
70 ,5.12       ,80.3         ,0.00057979771832577     ,-0.00022381449739849514 ,-0.00018929354175109184 ,-4.0628482218582656e-05 ,0.0008433134951973205
71 ,5.12       ,85.42        ,0.00047521002464676293  ,-0.00040538320781069914 ,-0.0002782089298523926  ,3.267646646298473e-05   ,0.0009296147785237157
72 ,5.12       ,90.54        ,0.00014927310260027144  ,-0.0005268206132109783  ,-0.0003088939387067771  ,0.00012901726183321767  ,0.0008533602369642561
73 ,5.12       ,95.66        ,-0.00038548318564827583 ,-0.0005156864995191515  ,-0.00024259110341764647 ,0.00022454393879568963  ,0.0008041557829642176
74 ,1.28       ,96.94        ,-0.0007882735905953605  ,-0.00011380698432249893 ,-0.0007876472092539034  ,-0.00011294045473531932 ,1.1404991894548555e-06
75 ,2.56       ,99.5         ,-0.0004107077620644767  ,0.00031419948806208747  ,-0.00036831317467975254 ,0.00031781156185610947  ,4.5384731541850064e-05
76 ,0.32       ,99.82        ,-0.00030913526717356386 ,0.0003187467316816617   ,-0.00030913452314734063 ,0.000318746229966921    ,9.572064254016964e-10
77 ,0.16       ,99.98        ,-0.0002582476160195016  ,0.0003169130959190009   ,-0.0002582475975227154  ,0.00031691307975022215  ,2.6205299685281723e-11
78 ,0.01       ,99.99        ,-0.0002550794793217127  ,0.0003167125949550353   ,-0.00025507947932169715 ,0.00031671259495501985  ,2.338797854646125e-17
79 ,0.005      ,99.995       ,-0.00025349617520727444 ,0.0003166086398901393   ,-0.00025349617520727396 ,0.00031660863989013883  ,7.3598084000801955e-19
80 ,0.0025     ,99.9975      ,-0.0002527047196062071  ,0.00031655573838677153  ,-0.0002527047196062071  ,0.00031655573838677153  ,0.0
81 ,0.00125    ,99.99875     ,-0.0002523090415931281  ,0.000316529056914837    ,-0.0002523090415931281  ,0.000316529056914837    ,0.0
82 ,0.000625   ,99.999375    ,-0.00025211121511754955 ,0.0003165156585329061   ,-0.0002521112151175495  ,0.0003165156585329061   ,5.782411586589357e-20
83 ,0.0003125  ,99.9996875   ,-0.00025201230502300764 ,0.0003165089449347146   ,-0.00025201230502300764 ,0.00031650894493471464  ,5.782411586589357e-20
84 ,0.00015625 ,99.99984375  ,-0.00025196285076286163 ,0.00031650558453434553  ,-0.00025196285076286163 ,0.00031650558453434553  ,0.0
85 ,7.8125e-05 ,99.999921875 ,-0.00025193812382973396 ,0.0003165039034339094   ,-0.00025193812382973396 ,0.0003165039034339094   ,0.0
