0,1,2,3,4,5,6,7,8,9,10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0008316478228366231,8.636234090630968e-05,0.0014803486238870178,0.0022711147207035154,0.0023038517671957193,0.0022711147207034044,0.0014803486238871288,8.636234090630968e-05,0.0008316478228365121,0.0
0.0,8.636234090630968e-05,0.001315691121357876,0.0028600037244120857,0.0037846749411578617,0.003929933635612448,0.0037846749411577507,0.00286000372441253,0.001315691121358098,8.63623409064207e-05,0.0
0.0,0.0014803486238871288,0.0028600037244121967,0.0041156006423969105,0.004889707106482288,0.005083873659167182,0.004889707106482177,0.0041156006423971325,0.00286000372441253,0.0014803486238871288,0.0
0.0,0.0022711147207034044,0.0037846749411578617,0.004889707106482288,0.005572817036169964,0.005784907019559582,0.005572817036169964,0.004889707106482177,0.0037846749411579728,0.0022711147207035154,0.0
0.0,0.0023038517671956082,0.003929933635612337,0.005083873659167293,0.005784907019559804,0.00601131913856745,0.005784907019559471,0.005083873659167293,0.003929933635612448,0.0023038517671958303,0.0
0.0,0.0022711147207034044,0.0037846749411577507,0.004889707106482399,0.005572817036170075,0.005784907019559582,0.005572817036169964,0.004889707106482177,0.0037846749411579728,0.0022711147207035154,0.0
0.0,0.0014803486238870178,0.0028600037244121967,0.0041156006423971325,0.004889707106482399,0.005083873659167293,0.004889707106482177,0.0041156006423969105,0.0028600037244121967,0.0014803486238870178,0.0
0.0,8.636234090630968e-05,0.001315691121357765,0.002860003724412419,0.0037846749411579728,0.003929933635612448,0.0037846749411578617,0.0028600037244121967,0.0013156911213576539,8.636234090630968e-05,0.0
0.0,0.0008316478228365121,8.636234090630968e-05,0.0014803486238870178,0.0022711147207036264,0.0023038517671959413,0.0022711147207035154,0.0014803486238869068,8.636234090630968e-05,0.0008316478228365121,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
