0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0.36787944117144233,0.4055545050633206,0.4448580662229411,0.4855368951540795,0.5272924240430485,0.569782824730923,0.6126263941844161,0.6554062543268406,0.697676326071031,0.7389684882589442,0.7788007830714049,0.8166864825981109,0.8521437889662115,0.8847059049434836,0.9139311852712282,0.9394130628134758,0.9607894391523232,0.9777512371933365,0.990049833749168,0.9975031223974602,1.0,0.9975031223974601,0.990049833749168,0.9777512371933363,0.9607894391523232,0.9394130628134758,0.9139311852712281,0.8847059049434836,0.8521437889662112,0.8166864825981107,0.7788007830714049,0.7389684882589442,0.697676326071031,0.6554062543268404,0.6126263941844159,0.569782824730923,0.5272924240430485,0.4855368951540794,0.444858066222941,0.4055545050633204,0.36787944117144233
0.4055545050633206,0.44030923936459737,0.47509848412042116,0.5104303942384533,0.5464025405041213,0.5829342378987137,0.6198465091741334,0.6568902836271168,0.693755994259448,0.7300777175265479,0.7654380950892448,0.7993771755348509,0.8314063685898587,0.8610271931046383,0.8877532993738957,0.9111334111798751,0.9307724393190164,0.9463480916690808,0.9576207811090052,0.9644353236701071,0.9667134249090655,0.964435323670107,0.9576207811090052,0.9463480916690808,0.9307724393190167,0.9111334111798751,0.8877532993738958,0.8610271931046383,0.8314063685898588,0.7993771755348509,0.7654380950892449,0.7300777175265477,0.6937559942594478,0.6568902836271161,0.6198465091741333,0.5829342378987136,0.5464025405041212,0.5104303942384534,0.47509848412042116,0.4403092393645971,0.4055545050633206
0.4448580662229411,0.47509848412042116,0.5050100603089963,0.5351445647080696,0.5657569413755016,0.596918212877289,0.6285763848634542,0.6605836161676845,0.692706917533472,0.7246335623547874,0.7559779584535374,0.7862936431775174,0.8150916829148858,0.8418648171816009,0.8661151751044938,0.887382393706678,0.9052685611923849,0.9194566040394083,0.9297194424325685,0.9359182483568074,0.9379891376971115,0.9359182483568074,0.9297194424325685,0.9194566040394087,0.905268561192385,0.8873823937066779,0.8661151751044939,0.8418648171816008,0.8150916829148855,0.7862936431775175,0.7559779584535375,0.7246335623547874,0.6927069175334719,0.6605836161676842,0.6285763848634544,0.5969182128772889,0.5657569413755014,0.5351445647080695,0.5050100603089963,0.4750984841204212,0.4448580662229411
0.4855368951540795,0.5104303942384533,0.5351445647080696,0.5601457909194161,0.585709813087258,0.6119595939514465,0.6388952107535202,0.6664107089274539,0.6943029544857906,0.7222786107007156,0.7499639074359606,0.7769198705909985,0.802663700646061,0.8266952460422113,0.8485261571350584,0.8677084520302453,0.8838589506951413,0.8966763376917507,0.905948409033108,0.911548178843939,0.9134187624493713,0.911548178843939,0.905948409033108,0.8966763376917508,0.883858950695141,0.8677084520302449,0.8485261571350585,0.8266952460422113,0.8026637006460607,0.7769198705909985,0.7499639074359605,0.7222786107007156,0.6943029544857905,0.6664107089274537,0.6388952107535203,0.6119595939514465,0.5857098130872578,0.560145790919416,0.5351445647080695,0.5104303942384533,0.4855368951540795
0.5272924240430485,0.5464025405041213,0.5657569413755015,0.5857098130872579,0.6064873028650948,0.6281944868239742,0.6508252639503145,0.6742701092688059,0.698322524461728,0.72268692179028,0.7469904404580867,0.7708000590952595,0.7936449704892337,0.8150428655521019,0.8345277422359165,0.8516762463512236,0.866129433092554,0.8776072081047256,0.8859134936378342,0.8909312437858916,0.8926076607729145,0.8909312437858914,0.8859134936378343,0.8776072081047257,0.8661294330925537,0.8516762463512235,0.8345277422359166,0.8150428655521019,0.7936449704892337,0.7708000590952595,0.7469904404580864,0.7226869217902795,0.698322524461728,0.6742701092688058,0.6508252639503144,0.6281944868239742,0.6064873028650948,0.5857098130872579,0.5657569413755016,0.5464025405041212,0.5272924240430485
0.569782824730923,0.5829342378987137,0.5969182128772889,0.6119595939514465,0.6281944868239742,0.64566555536187,0.66432162365953,0.6840196925272294,0.7045294298721693,0.7255411709336697,0.7466784180594009,0.7675151620078731,0.7875974286148325,0.8064675556385683,0.8236890104232434,0.8388691884364888,0.851677643390402,0.8618575901983824,0.8692292379468809,0.8736844577771352,0.8751733608760003,0.8736844577771352,0.8692292379468808,0.8618575901983824,0.8516776433904021,0.8388691884364889,0.8236890104232435,0.8064675556385683,0.7875974286148325,0.767515162007873,0.7466784180594006,0.7255411709336693,0.7045294298721692,0.6840196925272294,0.66432162365953,0.64566555536187,0.6281944868239742,0.6119595939514465,0.596918212877289,0.5829342378987137,0.569782824730923
0.6126263941844161,0.6198465091741334,0.6285763848634545,0.6388952107535202,0.6508252639503147,0.66432162365953,0.6792664091101612,0.6954673380682523,0.7126605726191586,0.7305180446271258,0.7486593380832361,0.7666677796354168,0.7841098103892579,0.8005561465738944,0.8156028167632035,0.8288899790806221,0.840116517574326,0.8490487922085225,0.8555225312539934,0.8594376379423098,0.8607465486578985,0.8594376379423099,0.8555225312539932,0.8490487922085223,0.8401165175743258,0.8288899790806222,0.8156028167632036,0.8005561465738944,0.7841098103892579,0.7666677796354168,0.7486593380832363,0.7305180446271257,0.7126605726191587,0.6954673380682523,0.6792664091101612,0.66432162365953,0.6508252639503147,0.6388952107535202,0.6285763848634542,0.6198465091741334,0.6126263941844161
0.6554062543268406,0.6568902836271164,0.6605836161676844,0.6664107089274536,0.6742701092688056,0.6840196925272293,0.6954673380682523,0.7083669977259134,0.7224198739169974,0.7372803790330815,0.7525664175419806,0.7678732667130981,0.7827899902530288,0.7969169938661037,0.8098831093243215,0.8213605368180906,0.8310761160684063,0.8388177346113265,0.8444351872276858,0.8478354211402597,0.8489727700314386,0.8478354211402598,0.8444351872276856,0.8388177346113265,0.8310761160684064,0.8213605368180907,0.8098831093243214,0.7969169938661038,0.7827899902530288,0.7678732667130982,0.752566417541981,0.7372803790330813,0.7224198739169977,0.7083669977259132,0.6954673380682523,0.6840196925272293,0.6742701092688058,0.6664107089274538,0.6605836161676845,0.6568902836271167,0.6554062543268406
0.697676326071031,0.6937559942594478,0.6927069175334719,0.6943029544857905,0.698322524461728,0.7045294298721694,0.7126605726191587,0.7224198739169975,0.7334776690518556,0.7454748535487438,0.7580310057410962,0.7707555813709689,0.7832611022430547,0.7951771000404855,0.8061634850142915,0.8159220303856822,0.8242048193582516,0.8308187924103272,0.8356259366074266,0.8385391373070734,0.839514214932503,0.8385391373070734,0.8356259366074266,0.8308187924103272,0.8242048193582516,0.8159220303856821,0.8061634850142912,0.7951771000404856,0.7832611022430548,0.770755581370969,0.7580310057410962,0.7454748535487438,0.7334776690518559,0.7224198739169976,0.7126605726191586,0.7045294298721692,0.6983225244617279,0.6943029544857907,0.692706917533472,0.6937559942594478,0.697676326071031
0.7389684882589442,0.7300777175265477,0.7246335623547875,0.7222786107007156,0.7226869217902798,0.7255411709336694,0.7305180446271258,0.7372803790330812,0.7454748535487439,0.7547342279408668,0.7646831783727434,0.7749467734399503,0.7851605750148264,0.7949812945406672,0.8040969243787714,0.8122353265092574,0.8191704133645279,0.8247252978039564,0.8287721058956871,0.831228509132335,0.8320514045595956,0.8312285091323349,0.828772105895687,0.8247252978039563,0.8191704133645279,0.8122353265092572,0.8040969243787717,0.7949812945406673,0.7851605750148265,0.7749467734399503,0.7646831783727434,0.7547342279408666,0.7454748535487439,0.7372803790330813,0.7305180446271258,0.7255411709336695,0.7226869217902799,0.722278610700716,0.7246335623547874,0.7300777175265477,0.7389684882589442
